fact_id,series_evidence_id,scope,component_key,component_name,catalog_position,variant_key,variant_label,field,label,reference_value,reference_unit,source_reference,source_level,verification_status,comparison_source_type,comparison_source_reference,comparison_value,conflict_note,lifecycle_status,target_sku,reviewed_by,reviewed_date,notes_internal
24kd-liner-5-5m-length,mig-series-24kd,variant,torch-liner,Torch Liner,11,liner-5-5m,Torch Liner 5.5 m,cable_length,Catalog Liner Length,5.5,m,"Renqiu Ailesen welding catalog PDF page 9 (catalog pages 11-12).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied liner length.
25ak-series-designation,mig-series-25ak,series,25ak-series,25AK Catalog Reference Group,,25ak-series,25AK catalog reference group,series_designation,Series Designation,ORK 25AK,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation does not create a confirmed ArcFort Weld product series.
25ak-series-compatibility,mig-series-25ak,series,25ak-series,25AK Catalog Reference Group,,25ak-series,25AK catalog reference group,compatibility_statement,Catalog Compatibility Wording,Compatible orch and Parts For BINZEL,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Retain the visible catalog wording only; it does not prove compatibility for any ArcFort Weld SKU.
25ak-series-cooling,mig-series-25ak,series,25ak-series,25AK Catalog Reference Group,,25ak-series,25AK catalog reference group,cooling_method,Cooling Method,Air cooled,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm the supplied complete-torch construction before publication.
25ak-series-rating-conflict,mig-series-25ak,series,25ak-series,25AK Catalog Reference Group,,25ak-series,25AK catalog reference group,rating,Catalog Rating,100 A CO2 / 100 A mixed gases,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,DATA_CONFLICT,official_oem_catalog,https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/migmag-katalog_pro_m277gb_2_0-v1_web.pdf,230 A CO2 / 200 A mixed gases,Company catalog value conflicts with the official ABICOR BINZEL MB GRIP 25 AK reference; do not publish either as an ArcFort Weld rating.,blocked,,Official company catalog and OEM primary-source comparison,2026-08-21,Requires a factory specification or controlled product test for the exact supplied torch.
25ak-series-duty-cycle-conflict,mig-series-25ak,series,25ak-series,25AK Catalog Reference Group,,25ak-series,25AK catalog reference group,duty_cycle,Catalog Duty Cycle,35,%,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,DATA_CONFLICT,official_oem_catalog,https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/migmag-katalog_pro_m277gb_2_0-v1_web.pdf,60%,Company catalog value conflicts with the official ABICOR BINZEL MB GRIP 25 AK reference; do not publish either as an ArcFort Weld duty cycle.,blocked,,Official company catalog and OEM primary-source comparison,2026-08-21,Requires a factory specification or controlled product test for the exact supplied torch.
25ak-series-wire-size-conflict,mig-series-25ak,series,25ak-series,25AK Catalog Reference Group,,25ak-series,25AK catalog reference group,wire_size,Catalog Wire Size,0.6-1.0,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,DATA_CONFLICT,official_oem_catalog,https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/migmag-katalog_pro_m277gb_2_0-v1_web.pdf,0.8-1.2 mm,Company catalog value conflicts with the official ABICOR BINZEL MB GRIP 25 AK reference; do not publish either as an ArcFort Weld wire-size range.,blocked,,Official company catalog and OEM primary-source comparison,2026-08-21,Requires a factory specification or controlled product test for the exact supplied torch.
25ak-complete-torch-3m-presence,mig-series-25ak,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-3m,ORK 25AK Complete Torch 3M,component_presence,Catalog Component,ORK 25AK Complete Torch 3M,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; no ArcFort Weld SKU has been assigned.
25ak-complete-torch-3m-length,mig-series-25ak,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-3m,ORK 25AK Complete Torch 3M,cable_length,Catalog Cable Length,3,m,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied cable length.
25ak-complete-torch-5m-presence,mig-series-25ak,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-5m,ORK 25AK Complete Torch 5M,component_presence,Catalog Component,ORK 25AK Complete Torch 5M,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; no ArcFort Weld SKU has been assigned.
25ak-complete-torch-5m-length,mig-series-25ak,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-5m,ORK 25AK Complete Torch 5M,cable_length,Catalog Cable Length,5,m,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied cable length.
25ak-nozzle-cylindrical-presence,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-cylindrical-18mm,Cylindrical Nozzle 18 mm,component_presence,Catalog Component,Cylindrical Nozzle 18 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; profile dimensions require exact-product confirmation.
25ak-nozzle-cylindrical-profile,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-cylindrical-18mm,Cylindrical Nozzle 18 mm,profile,Catalog Nozzle Profile,Cylindrical,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm exact profile against the supplied product.
25ak-nozzle-cylindrical-opening,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-cylindrical-18mm,Cylindrical Nozzle 18 mm,opening,Catalog Nozzle Opening,18,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm opening diameter on the exact nozzle.
25ak-nozzle-conical-presence,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-conical-15mm,Conical Nozzle 15 mm,component_presence,Catalog Component,Conical Nozzle 15 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; profile dimensions require exact-product confirmation.
25ak-nozzle-conical-profile,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-conical-15mm,Conical Nozzle 15 mm,profile,Catalog Nozzle Profile,Conical,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm exact profile against the supplied product.
25ak-nozzle-conical-opening,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-conical-15mm,Conical Nozzle 15 mm,opening,Catalog Nozzle Opening,15,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm opening diameter on the exact nozzle.
25ak-nozzle-tapered-presence,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-tapered-11-5mm,Tapered Nozzle 11.5 mm,component_presence,Catalog Component,Tapered Nozzle 11.5 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; profile dimensions require exact-product confirmation.
25ak-nozzle-tapered-profile,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-tapered-11-5mm,Tapered Nozzle 11.5 mm,profile,Catalog Nozzle Profile,Tapered,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm exact profile against the supplied product.
25ak-nozzle-tapered-opening,mig-series-25ak,variant,gas-nozzle,Gas Nozzle,1,nozzle-tapered-11-5mm,Tapered Nozzle 11.5 mm,opening,Catalog Nozzle Opening,11.5,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm opening diameter on the exact nozzle.
25ak-nozzle-family-diameter,mig-series-25ak,family,gas-nozzle,Gas Nozzle,1,nozzle-family,Gas Nozzle family,outside_diameter,Catalog Outside Diameter,22,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,The catalog diagram appears shared; confirm this value for every exact profile.
25ak-nozzle-family-length,mig-series-25ak,family,gas-nozzle,Gas Nozzle,1,nozzle-family,Gas Nozzle family,overall_length,Catalog Overall Length,57,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,The catalog diagram appears shared; confirm this value for every exact profile.
25ak-tip-ecu-0-8-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-0-8mm,E-Cu Contact Tip 0.8 mm,component_presence,Catalog Component,E-Cu Contact Tip 0.8 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-ecu-0-8-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-0-8mm,E-Cu Contact Tip 0.8 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm material on the exact supplied part.
25ak-tip-ecu-0-8-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-0-8mm,E-Cu Contact Tip 0.8 mm,wire_size,Catalog Wire Size,0.8,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-ecu-0-9-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-0-9mm,E-Cu Contact Tip 0.9 mm,component_presence,Catalog Component,E-Cu Contact Tip 0.9 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-ecu-0-9-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-0-9mm,E-Cu Contact Tip 0.9 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm material on the exact supplied part.
25ak-tip-ecu-0-9-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-0-9mm,E-Cu Contact Tip 0.9 mm,wire_size,Catalog Wire Size,0.9,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-ecu-1-0-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,component_presence,Catalog Component,E-Cu Contact Tip 1.0 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-ecu-1-0-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm material on the exact supplied part.
25ak-tip-ecu-1-0-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,wire_size,Catalog Wire Size,1.0,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-ecu-1-2-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,component_presence,Catalog Component,E-Cu Contact Tip 1.2 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-ecu-1-2-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm material on the exact supplied part.
25ak-tip-ecu-1-2-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,wire_size,Catalog Wire Size,1.2,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-cucrzr-0-8-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-0-8mm,CuCrZr Contact Tip 0.8 mm,component_presence,Catalog Component,CuCrZr Contact Tip 0.8 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-cucrzr-0-8-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-0-8mm,CuCrZr Contact Tip 0.8 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm alloy grade on the exact supplied part.
25ak-tip-cucrzr-0-8-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-0-8mm,CuCrZr Contact Tip 0.8 mm,wire_size,Catalog Wire Size,0.8,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-cucrzr-1-0-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,component_presence,Catalog Component,CuCrZr Contact Tip 1.0 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-cucrzr-1-0-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm alloy grade on the exact supplied part.
25ak-tip-cucrzr-1-0-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,wire_size,Catalog Wire Size,1.0,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-cucrzr-1-2-presence,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,component_presence,Catalog Component,CuCrZr Contact Tip 1.2 mm,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Component candidate only; exact marking and geometry require confirmation.
25ak-tip-cucrzr-1-2-material,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm alloy grade on the exact supplied part.
25ak-tip-cucrzr-1-2-wire,mig-series-25ak,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,wire_size,Catalog Wire Size,1.2,mm,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm wire-size marking and opening.
25ak-tip-family-thread,mig-series-25ak,family,contact-tip,Contact Tip,2,contact-tip-family,Contact Tip family,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 10 (catalog pages 13-14).",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm thread on every exact contact-tip variant.
